,날짜,공포지수,UBMI,UBAI
1303,2018/07/31,46.21,1724.74,1577.22
1304,2018/07/30,53.25,1817.1,1662.12
1305,2018/07/29,54.41,1830.75,1695.26
1306,2018/07/28,54.71,1829.86,1696.37
1307,2018/07/27,56.3,1815.27,1689.0
1308,2018/07/26,53.87,1791.24,1677.15
1309,2018/07/25,59.67,1831.87,1714.41
1310,2018/07/24,65.82,1874.67,1738.65
1311,2018/07/23,53.69,1754.74,1646.73
1312,2018/07/22,49.67,1718.2,1656.98
1313,2018/07/21,50.52,1729.28,1675.07
1314,2018/07/20,49.86,1710.06,1641.21
1315,2018/07/19,56.14,1770.83,1740.84
1316,2018/07/18,58.84,1765.87,1759.67
1317,2018/07/17,56.29,1741.65,1757.4
1318,2018/07/16,46.95,1633.39,1673.14
1319,2018/07/15,43.31,1555.16,1576.89
1320,2018/07/14,42.71,1529.01,1540.16
1321,2018/07/13,39.46,1519.5,1532.89
1322,2018/07/12,38.42,1510.68,1508.7
1323,2018/07/11,38.9,1548.23,1554.42
1324,2018/07/10,36.1,1524.52,1525.83
1325,2018/07/09,42.46,1616.19,1636.86
1326,2018/07/08,44.21,1644.53,1683.6
1327,2018/07/07,44.47,1651.75,1690.95
1328,2018/07/06,42.82,1636.4,1675.35
1329,2018/07/05,42.09,1621.7,1667.59
1330,2018/07/04,41.73,1617.52,1669.26
1331,2018/07/03,41.17,1606.68,1654.6
1332,2018/07/02,42.56,1613.93,1669.03
1333,2018/07/01,38.55,1550.64,1584.05
1334,2018/06/30,39.49,1562.52,1596.24
1335,2018/06/29,37.12,1505.9,1527.77
1336,2018/06/28,33.86,1453.85,1482.23
1337,2018/06/27,35.59,1519.96,1561.99
1338,2018/06/26,33.12,1501.13,1530.62
1339,2018/06/25,33.82,1557.49,1612.95
1340,2018/06/24,30.64,1548.67,1604.81
1341,2018/06/23,34.55,1586.25,1670.33
1342,2018/06/22,28.77,1579.38,1670.78
1343,2018/06/21,40.56,1728.69,1850.8
1344,2018/06/20,39.46,1742.91,1873.18
1345,2018/06/19,41.44,1758.03,1899.7
1346,2018/06/18,40.46,1718.88,1842.3
1347,2018/06/17,40.23,1666.51,1789.48
1348,2018/06/16,37.45,1679.06,1802.19
1349,2018/06/15,33.05,1660.37,1785.48
1350,2018/06/14,33.37,1722.23,1870.7
1351,2018/06/13,26.78,1621.82,1738.97
1352,2018/06/12,28.08,1698.76,1826.41
1353,2018/06/11,33.44,1796.56,1959.4
1354,2018/06/10,28.18,1780.63,1940.45
1355,2018/06/09,43.98,1972.04,2180.72
1356,2018/06/08,44.55,1998.53,2210.72
1357,2018/06/07,44.67,2011.72,2229.73
1358,2018/06/06,44.43,2011.74,2233.19
1359,2018/06/05,44.54,2022.29,2253.68
1360,2018/06/04,41.82,1983.32,2200.62
1361,2018/06/03,46.03,2049.67,2295.43
1362,2018/06/02,42.42,1992.88,2201.36
1363,2018/06/01,40.76,1950.72,2130.89
1364,2018/05/31,39.57,1952.48,2134.32
1365,2018/05/30,35.75,1916.87,2080.59
1366,2018/05/29,36.71,1940.7,2108.7
1367,2018/05/28,27.44,1799.07,1912.58
1368,2018/05/27,38.09,1935.8,2123.21
1369,2018/05/26,36.2,1951.27,2157.62
1370,2018/05/25,33.63,1969.87,2162.77
1371,2018/05/24,32.34,2015.67,2232.54
1372,2018/05/23,28.69,1980.67,2150.67
1373,2018/05/22,39.52,2131.39,2352.63
1374,2018/05/21,46.63,2263.54,2528.89
1375,2018/05/20,48.24,2289.9,2575.49
1376,2018/05/19,44.59,2215.37,2482.35
1377,2018/05/18,43.61,2229.41,2499.28
1378,2018/05/17,40.04,2199.73,2456.71
1379,2018/05/16,43.99,2280.93,2573.56
1380,2018/05/15,46.15,2317.43,2603.99
1381,2018/05/14,52.54,2416.9,2738.38
1382,2018/05/13,53.55,2430.32,2763.53
1383,2018/05/12,43.48,2312.73,2599.28
1384,2018/05/11,34.4,2238.91,2500.85
1385,2018/05/10,51.72,2446.03,2759.93
1386,2018/05/09,59.69,2582.57,2940.03
1387,2018/05/08,58.79,2566.82,2944.24
1388,2018/05/07,61.81,2611.54,2993.6
1389,2018/05/06,67.61,2698.53,3110.73
1390,2018/05/05,71.17,2742.92,3170.15
1391,2018/05/04,69.58,2660.46,3044.75
1392,2018/05/03,73.92,2664.2,3044.63
1393,2018/05/02,65.05,2509.84,2874.92
1394,2018/05/01,63.34,2452.92,2791.5
1395,2018/04/30,66.33,2474.95,2785.85
1396,2018/04/29,72.96,2534.95,2893.32
1397,2018/04/28,68.92,2466.26,2788.48
1398,2018/04/27,64.96,2374.77,2655.25
1399,2018/04/26,71.56,2437.32,2714.84
1400,2018/04/25,66.15,2317.4,2541.67
1401,2018/04/24,82.61,2536.87,2834.05
1402,2018/04/23,71.2,2358.07,2635.47
1403,2018/04/22,66.7,2270.9,2497.32
1404,2018/04/21,72.03,2268.61,2466.28
1405,2018/04/20,75.87,2272.68,2511.36
1406,2018/04/19,63.78,2094.87,2276.92
1407,2018/04/18,52.04,1961.94,2086.51
1408,2018/04/17,44.75,1866.08,1940.27
1409,2018/04/16,48.66,1899.46,1962.69
1410,2018/04/15,49.04,1890.94,1946.27
1411,2018/04/14,43.46,1798.61,1829.26
1412,2018/04/13,50.08,1805.43,1837.87
1413,2018/04/12,50.92,1754.56,1789.8
1414,2018/04/11,37.93,1598.35,1624.36
1415,2018/04/10,35.58,1559.19,1548.28
1416,2018/04/09,34.67,1552.41,1530.81
1417,2018/04/08,36.32,1571.69,1533.98
1418,2018/04/07,33.97,1541.55,1493.23
1419,2018/04/06,27.85,1493.68,1450.87
1420,2018/04/05,27.88,1531.07,1498.28
1421,2018/04/04,26.95,1539.59,1498.17
1422,2018/04/03,38.32,1676.8,1645.52
1423,2018/04/02,30.64,1571.72,1517.37
1424,2018/04/01,26.69,1520.88,1464.15
1425,2018/03/31,28.1,1581.64,1540.94
1426,2018/03/30,22.0,1566.95,1531.87
1427,2018/03/29,18.86,1602.57,1536.65
1428,2018/03/28,26.87,1796.11,1752.8
1429,2018/03/27,23.38,1795.43,1768.65
1430,2018/03/26,26.62,1895.97,1885.9
1431,2018/03/25,31.81,2016.03,2037.48
1432,2018/03/24,30.21,2023.04,2029.68
1433,2018/03/23,33.06,2070.29,2068.0
1434,2018/03/22,34.15,2079.69,2101.01
1435,2018/03/21,36.43,2122.18,2157.97
1436,2018/03/20,36.58,2112.35,2157.69
1437,2018/03/19,38.45,2108.68,2174.39
1438,2018/03/18,28.91,1931.06,1965.93
1439,2018/03/17,27.58,1888.82,1956.24
1440,2018/03/16,28.92,2017.4,2124.5
1441,2018/03/15,23.7,2035.96,2157.98
1442,2018/03/14,21.52,2054.64,2187.84
1443,2018/03/13,32.56,2303.36,2472.96
1444,2018/03/12,31.15,2326.63,2510.59
1445,2018/03/11,33.28,2388.76,2570.5
1446,2018/03/10,26.64,2260.51,2452.58
1447,2018/03/09,26.5,2396.41,2608.46
1448,2018/03/08,23.81,2377.34,2548.82
1449,2018/03/07,26.59,2535.63,2722.5
1450,2018/03/06,36.0,2725.43,2929.88
1451,2018/03/05,41.56,2867.94,3063.17
1452,2018/03/04,41.85,2871.07,3102.93
1453,2018/03/03,42.25,2885.4,3080.87
1454,2018/03/02,40.51,2857.02,3102.45
1455,2018/03/01,39.57,2841.06,3124.4
1456,2018/02/28,37.15,2792.32,3102.28
1457,2018/02/27,38.68,2837.27,3174.09
1458,2018/02/26,37.51,2831.69,3201.49
1459,2018/02/25,33.36,2754.58,3162.55
1460,2018/02/24,33.63,2802.37,3190.04
1461,2018/02/23,38.71,2916.37,3311.07
1462,2018/02/22,31.34,2801.17,3142.9
1463,2018/02/21,44.62,3048.13,3417.06
1464,2018/02/20,56.3,3209.25,3586.06
1465,2018/02/19,50.98,3129.31,3618.15
1466,2018/02/18,46.36,3011.86,3527.55
1467,2018/02/17,55.09,3125.06,3685.35
1468,2018/02/16,48.58,2990.16,3592.77
1469,2018/02/15,49.77,2942.23,3518.5
1470,2018/02/14,44.3,2793.16,3407.03
1471,2018/02/13,35.79,2625.65,3189.78
1472,2018/02/12,39.86,2679.89,3249.58
1473,2018/02/11,29.57,2492.81,3047.11
1474,2018/02/10,43.05,2666.43,3261.73
1475,2018/02/09,45.12,2640.9,3216.63
1476,2018/02/08,38.58,2470.1,2967.25
1477,2018/02/07,19.33,2156.35,2566.67
1478,2018/02/06,20.66,2249.85,2701.59
1479,2018/02/05,8.45,2017.36,2404.76
1480,2018/02/04,12.84,2333.43,2816.0
1481,2018/02/03,15.83,2538.28,3098.19
1482,2018/02/02,8.35,2467.15,2977.81
1483,2018/02/01,12.61,2718.69,3346.11
1484,2018/01/31,22.72,3125.94,3879.82
1485,2018/01/30,19.82,3133.47,3852.73
1486,2018/01/29,32.69,3504.02,4328.7
1487,2018/01/28,37.57,3644.61,4518.83
1488,2018/01/27,27.86,3420.82,4162.46
1489,2018/01/26,21.81,3405.56,4137.03
1490,2018/01/25,21.84,3467.05,4241.26
1491,2018/01/24,22.63,3583.22,4374.6
1492,2018/01/23,16.0,3470.43,4212.67
1493,2018/01/22,18.56,3700.3,4506.65
1494,2018/01/21,18.05,3855.89,4672.89
1495,2018/01/20,47.04,4500.49,5503.93
1496,2018/01/19,28.04,4154.61,5122.31
1497,2018/01/18,15.88,4031.01,4977.75
1498,2018/01/17,10.61,3973.01,4845.16
1499,2018/01/16,3.39,3709.76,4455.94
1500,2018/01/15,53.06,5217.38,6477.17
1501,2018/01/14,56.26,5409.9,6846.85
1502,2018/01/13,73.91,5982.9,7595.3
1503,2018/01/12,69.56,5809.8,7328.46
1504,2018/01/11,40.81,5234.85,6453.93
1505,2018/01/10,48.25,5671.26,6925.53
1506,2018/01/09,73.77,6547.01,8123.0
1507,2018/01/08,79.35,6729.18,8232.41
1508,2018/01/07,85.31,6843.89,8330.59
1509,2018/01/06,88.17,6715.55,7842.09
1510,2018/01/05,92.32,6640.98,7579.77
1511,2018/01/04,91.91,6129.86,7411.55
1512,2018/01/03,89.18,5559.61,6792.38
1513,2018/01/02,82.87,5022.55,5839.99
1514,2018/01/01,76.01,4681.76,5450.22
1515,2017/12/31,76.94,4640.65,5277.13
1516,2017/12/30,69.67,4469.71,5116.43
1517,2017/12/29,73.43,4529.67,5050.77
1518,2017/12/28,62.28,4273.51,4472.43
1519,2017/12/27,78.78,4696.2,4814.4
1520,2017/12/26,81.08,4666.43,4762.5
1521,2017/12/25,75.43,4414.62,4704.91
1522,2017/12/24,72.49,4320.74,4564.29
1523,2017/12/23,77.99,4470.33,4668.1
1524,2017/12/22,54.31,4090.92,4206.69
1525,2017/12/21,87.9,4865.03,5110.67
1526,2017/12/20,91.27,4794.56,4874.4
1527,2017/12/19,89.68,4435.11,4203.85
1528,2017/12/18,88.28,4148.08,3682.08
1529,2017/12/17,86.42,3903.41,3230.36
1530,2017/12/16,90.09,3859.63,3072.77
1531,2017/12/15,86.4,3552.72,2906.01
1532,2017/12/14,86.77,3444.57,2991.1
1533,2017/12/13,82.24,3216.99,2594.76
1534,2017/12/12,85.25,3202.54,2440.62
1535,2017/12/11,83.82,3058.21,2070.33
1536,2017/12/10,63.53,2757.34,1812.79
1537,2017/12/09,66.8,2847.53,1973.11
1538,2017/12/08,84.55,3159.6,2073.57
1539,2017/12/07,97.59,3520.06,2049.7
1540,2017/12/06,94.35,2939.63,2028.63
1541,2017/12/05,87.15,2542.43,2024.64
1542,2017/12/04,84.81,2404.99,1951.79
1543,2017/12/03,83.3,2312.78,1884.02
1544,2017/12/02,85.01,2280.31,1852.11
1545,2017/12/01,85.34,2217.21,1818.31
1546,2017/11/30,82.89,2119.94,1749.44
1547,2017/11/29,68.4,1964.43,1611.46
1548,2017/11/28,90.6,2218.97,1931.33
1549,2017/11/27,88.66,2081.36,1808.9
1550,2017/11/26,85.34,1937.05,1725.28
1551,2017/11/25,84.51,1868.8,1687.25
1552,2017/11/24,83.16,1788.94,1673.96
1553,2017/11/23,79.52,1709.22,1564.34
1554,2017/11/22,77.3,1659.61,1429.59
1555,2017/11/21,72.9,1600.15,1337.11
1556,2017/11/20,77.29,1622.45,1365.85
1557,2017/11/19,73.94,1571.68,1317.09
1558,2017/11/18,76.0,1563.34,1333.92
1559,2017/11/17,74.24,1528.94,1279.58
1560,2017/11/16,73.97,1509.8,1202.08
1561,2017/11/15,77.13,1520.11,1304.26
1562,2017/11/14,71.03,1446.6,1320.66
1563,2017/11/13,70.13,1424.58,1298.09
1564,2017/11/12,68.99,1410.16,1347.5
1565,2017/11/11,66.97,1389.31,1282.07
1566,2017/11/10,62.73,1362.83,1157.76
1567,2017/11/09,71.79,1419.78,1141.15
1568,2017/11/08,72.25,1407.33,1072.69
1569,2017/11/07,69.54,1382.0,1041.51
1570,2017/11/06,67.78,1357.91,1032.31
1571,2017/11/05,72.74,1392.15,1016.13
1572,2017/11/04,74.0,1377.58,1009.84
1573,2017/11/03,76.23,1366.68,1032.65
1574,2017/11/02,78.55,1357.17,996.47
1575,2017/11/01,74.14,1304.37,980.07
1576,2017/10/31,70.41,1266.15,984.85
1577,2017/10/30,63.52,1219.09,989.47
1578,2017/10/29,64.43,1214.38,980.38
1579,2017/10/28,60.18,1188.17,981.03
1580,2017/10/27,59.93,1184.2,974.03
1581,2017/10/26,61.2,1187.65,958.68
1582,2017/10/25,59.06,1172.48,964.9
1583,2017/10/24,57.3,1163.13,982.46
1584,2017/10/23,61.5,1184.86,917.31
1585,2017/10/22,67.29,1213.92,963.25
1586,2017/10/21,64.11,1188.47,947.2
1587,2017/10/20,68.5,1203.48,966.72
1588,2017/10/19,62.54,1162.96,975.79
1589,2017/10/18,62.86,1160.71,998.3
1590,2017/10/17,67.8,1180.19,1024.57
1591,2017/10/16,71.35,1188.38,1034.28
1592,2017/10/15,69.36,1173.78,1028.53
1593,2017/10/14,78.81,1212.92,1047.18
1594,2017/10/13,80.24,1186.21,1042.13
1595,2017/10/12,78.15,1151.96,994.2
1596,2017/10/11,60.19,1069.62,995.92
1597,2017/10/10,58.31,1054.46,980.23
1598,2017/10/09,57.19,1042.68,957.65
1599,2017/10/08,55.78,1033.83,997.74
